OBS,VNM_CAN_0,VNM_CANOTH_0,VNM_CANRATIO_0,VNM_CLIMLOSS_0,VNM_CMUD_0,VNM_CO2_0,VNM_COALC_0,VNM_CTAX_0,VNM_CTAXR_0,VNM_CXS_0,VNM_CXUD_0,VNM_DEP_0,VNM_EC_0,VNM_EFEX_0,VNM_EFF_0,VNM_ENAB_0,VNM_EXP_0,VNM_EXPE_0,VNM_EXPEB_0,VNM_EXPH_0,VNM_EXPHB_0,VNM_EXPSP_0,VNM_EXPSPB_0,VNM_EXR_0,VNM_FINC_0,VNM_FUELSH_0,VNM_GASC_0,VNM_GCARB_0,VNM_GCARBB_0,VNM_GCARBR_0,VNM_GCARBRB_0,VNM_GCOM_0,VNM_GCR_0,VNM_GDFXSH_0,VNM_GDI_0,VNM_GDN_0,VNM_GDNRATIO_0,VNM_GINI_DISP_0,VNM_GINT_0,VNM_GIP_0,VNM_GLN_0,VNM_GLNRATIO_0,VNM_GLNT_0,VNM_GOTH_0,VNM_GTRADE_0,VNM_GTRADER_0,VNM_HEAD19_0,VNM_HEAD55_0,VNM_HIC_0,VNM_IGR_0,VNM_INFT_0,VNM_INT_0,VNM_IPR_0,VNM_ITAX_0,VNM_ITAXR_0,VNM_ITR_0,VNM_K_0,VNM_KSTAR_0,VNM_LABSH_0,VNM_LFN_0,VNM_LFNF_0,VNM_LIVES_0,VNM_LNN_0,VNM_LNNF_0,VNM_LOCK_0,VNM_LRX_0,VNM_LRXF_0,VNM_LTI_0,VNM_MTD_0,VNM_MTN$_0,VNM_MTN_0,VNM_MTR$_0,VNM_MTR_0,VNM_OGC_0,VNM_OGI_0,VNM_OILC_0,VNM_OMS_0,VNM_OXS_0,VNM_PC_0,VNM_PCR_0,VNM_PE_0,VNM_PG_0,VNM_PM25_0,VNM_POIL_0,VNM_POPT_0,VNM_POPWA_0,VNM_POPWAF_0,VNM_PR_0,VNM_PREM_0,VNM_PROF_0,VNM_RC_0,VNM_REFEX_0,VNM_REL_RED_0,VNM_REMIT_0,VNM_REV_0,VNM_REVG_0,VNM_RPDI_0,VNM_SCR_0,VNM_SDLI_0,VNM_SHAREE_0,VNM_SHAREH_0,VNM_SHARESP_0,VNM_SHAREX_0,VNM_SOLV_0,VNM_TAX_0,VNM_TAXR_0,VNM_TECHL_0,VNM_TFP_0,VNM_TOURSH_0,VNM_URX_0,VNM_URXF_0,VNM_USER_0,VNM_WDR_0,VNM_XTD$_0,VNM_XTDNO$_0,VNM_XTN$_0,VNM_XTN_0,VNM_XTR$_0,VNM_XTR_0,VNM_YBAR_0,VNM_YED_0,VNM_YEN$_0,VNM_YEN_0,VNM_YER$_0,VNM_YER_0,VNM_YFT$_0,VNM_YFT_0,WLD_CO2_0,WLD_COALC_0,WLD_DD$_0,WLD_EC_0,WLD_GASC_0,WLD_HIC_0,WLD_LOCK_0,WLD_MTN$_0,WLD_MTR$_0,WLD_OILC_0,WLD_PC_0,WLD_PE_0,WLD_PG_0,WLD_POIL_0,WLD_POPT_0,WLD_POPWA_0,WLD_PR_0,WLD_RC_0,WLD_TECHL_0,WLD_XTN$_0,WLD_XTR$_0,WLD_YEN$_0,WLD_YER$_0,WLD_YFT$_0,USA_INFT_0,USA_INT_0,VNM_POPWAM,VNM_LRXM,VNM_LFNM
2010,-4.276,-3.014941506,-3.688377001,24080.34562,1.043022294,136.1131,0.609326486,148655,0.141321501,0.321408927,1.066440331,0.029778963,1.872873011,1.075351939,0.615232438,0.65,649907,8690.782074,8690.782074,61960.90943,61960.90943,118946.2496,118946.2496,18612.91667,21.36949348,0.023033401,0.32662548,-57941.62068,-57941.62068,-22.87053271,-22.87053271,31353.61066,188393.2003,0.512,3009337.823,1009568.575,46.78633214,34.9,2.515926172,25400,-61671.28169,-2.858025834,-2.858025834,135307.7283,74068,0.047672403,4,46.8,0.691731234,233058.4604,5,9,641929.9366,218649,0.147785758,874988.397,7537294.274,7419413.249,0.456717171,51252.44211,24438.97695,0.221,50683.54,24175.036,0,0.8337215,0.8115656,13.13525,0.823695819,92.99465882,1730901.835,96.84886354,2101384.754,194408.7948,240500.2641,0.668223327,0.077144202,0.079057138,4.869914585,2138836.203,12.08601936,9.03246004,39.36539699,11.47499397,87967.655,61474.295,30113.372,33.68142225,324.1208264,1051892.312,0.268697718,0.852818828,13.82716049,153742.6919,588235.7183,11868,1651878.492,54266.137,0.63975261,0,0,0,0,0,26276,0.024032161,3.432843673,-0.001521324,0.036909686,1.11,1.08,12.94215039,833.6899581,0.909720485,0.857352095,83.47360031,1553687.167,91.75741527,1990912.711,7.168303385,0.685893147,115.9317499,2157828,144.99376,3146011.895,144.058325,3125715.23,32051.0227,150.7142369,64596.1224,506.1590931,113.6619177,0.833421185,0,18451.51006,17461.22061,172.4497491,105.4308333,13.4742911,10.90939051,79.63475047,6956823.588,4553594.295,0.12125312,69.3331895,15.45154143,19071.07817,17588.96017,66272.55924,64723.86196,65387.15848,2,0.136666667,31360.923,0.854996046,26813.465
2011,0.233,-2.765402438,0.171905685,25583.03063,1.111745041,145.0478,0.726157248,196058,0.144678522,0.323439171,1.14906885,0.034437783,2.131589424,0.938678996,0.630613249,0.65,751298,9770.417023,9770.417,71511.13422,71511.13,142669.129,142669.1,20509.75,21.36949348,0.025397,0.2945952,-77106.2262,-77106.23,-25.91898172,-25.91898,38345.08996,201812.4989,0.512,3192247.849,1266472.166,45.5585193,34.9,2.351887455,29786,-31892.76863,-1.147271416,-1.147271,157257.3714,81406,0.036885849,3.35,43.8,0.820930942,206307.1936,5,15,600315.9761,272873,0.149292648,806623.1697,8084349.737,8048390,0.459463582,52144.06768,24835.07871,0.138,51622.627,24611.563,0,0.8385705,0.8111884,16.95383333,1.06143738,113.2075465,2321858.477,100.8161989,2187466.28,246040.853,251520.5255,0.726673882,0.097963477,0.087902304,5.938066303,2226463.19,15.23872346,12.47886442,38.4869748,16.40972491,88871.384,62182.09257,30615.673,32.72047735,397.8290943,1355128.584,0.384163094,0.847601799,13.61386139,176383.85,719405.2314,12103,1803662.827,89278.67015,0.63975261,0,0,0,0,0,38469,0.028918021,3.456914489,0.011059664,0.0406972,1,0.9,18.00213376,939.939179,1.05856234,0.956275479,107.605945,2206971.03,101.6529125,2205620.931,7.489040494,0.8317186,135.5394386,2779880,154.0418008,3342332.37,153.0419983,3320639.087,33100.0654,158.1947097,66973.30234,518.7950424,116.4138864,0.875363915,0,21951.8999,18797.67174,174.1615602,125.7366667,16.21399321,14.72930883,111.0824721,7041194.168,4610817.379,0.117793718,70.02488616,15.46658956,22616.35194,18668.98044,73684.41263,66844.61104,67212.70498,2,0.0525,31566.42,0.865127859,27308.989
2012,9.267,-6.1918,5.947247,26925.47,1.099392,135.6859,0.6739993,215798,0.134831,0.2873188,1.118636,0.0336668,2.236365,0.9377841,0.6459941,0.65,955967.9,10640.76,10640.76,90217.24,90217.24,172153.3,172153.3,20828,24.56331,0.025601,0.3249927,-99004.61,-99004.61,-35.03266,-35.03266,39093.6,216318.6,0.512,3473717,1561472,48.1131,34.7,2.554257,39884,-222519.7,-6.856424,-6.856424,192979.3,71276,0.0274427,2.7,40.8,0.8956597,247592.2,5,9,574137.7,258080,0.1233975,821729.9,8633905,8708855,0.4642363,52982.35,25331.91,0.072,52436.63,25096.32,0,0.8421898,0.8153498,13.47167,1.040712,119.2418,2483567,109.9852,2386411,299860.6,343212,0.7421262,0.0855397,0.0811557,3.707265,2335097,15.20671,13.87117,37.22745,15.93883,89801.93,62910.22,31068.76,30.63603,423.6402,1600508,0.4952468,0.8968899,13.89578,208280,733448.2,10267,1993696,-21123.71,0.6358282,0,0,0,0,0,44959,0.0262974,3.494775,0.0175764,0.0410241,1.03,0.93,13.68328,987.4272,1.060183,0.965105,124.7006,2597264,117.6217,2552106,7.759153,0.9225925,155.82,3245419,162.1249,3517717,162.505,3525964,33659,158.9142,68649.76,525.1575,119.4036,0.9107584,0,22203.03,19370.07,176.5767,105.5042,16.00103,16.74817,111.9596,7125828,4668261,0.1102897,70.26297,15.48205,22944.63,19406.74,75257.25,68686.43,69110.43,2,0.0858333,31841.457,0.868378572,27650.439
2013,7.744,-6.951099,4.522783,28385.33,1.083173,140.8932,0.719894,231146,0.1314229,0.2400361,1.125137,0.0319495,2.349168,0.9456283,0.6613749,0.65,1094123,14105.84,14105.84,107739.5,107739.5,197784.8,197784.8,20933.42,27.75713,0.0267518,0.3387497,-34278.69,-34278.69,-11.62235,-11.62235,44096.69,232023.8,0.512,3590745,1852670,51.68903,34.7,2.919246,54084,-266810,-7.443931,-7.443931,149817,78253,0.0261071,2.65,37.9,0.9547311,266408.7,5,7,598862.3,300607,0.1281976,865271,9223327,9402129,0.4643786,54291.77,25975.01,0.215,53575.12,25678.9,0,0.8529191,0.8252107,10.37417,1.042748,139.4913,2920030,129.0615,2800321,335355.4,385053.5,0.7563838,0.0638713,0.0598019,4.975727,2456056,15.625,14.66163,36.83591,17.00744,90752.59,63654.07,31476.83,28.63101,486.3241,1758796,0.5341404,0.939284,13.89578,230267.6,827313,11124,2190288,-40095.84,0.6358282,0,0,0,0,0,46548,0.0229085,3.543957,0.0228389,0.0428682,1.32,1.14,9.865695,1049.723,1.037151,0.9709986,143.1864,2997380,138.0574,2995509,8.049802,0.966514,171.222,3584262,170.9151,3708443,174.1793,3779268,33869.8,162.0244,70596.35,535.1121,121.3543,0.9434654,0,22808.89,19940.77,178.4516,90.89667,15.17406,16.16939,108.844,7210582,4725831,0.1030716,73.28185,15.49795,23595.26,19920.85,77397.24,70576.43,71084.24,2,0.0583333,32177.245,0.88002429,28316.757
2014,8.617,-9.4812,4.627704,30083.81,1.060988,159.5828,0.8698209,207807,0.10867,0.2268777,1.110168,0.029995,2.574476,0.9511907,0.6767557,0.65,1123418,14383.1,14383.1,112264.9,112264.9,207752.8,207752.8,21148,30.95094,0.0276407,0.3546954,-21899.21,-21899.21,-6.488929,-6.488929,46678.04,248265,0.512,3874327,2154636,54.71596,34.6,3.097414,66738,-247675.5,-6.289603,-6.289603,154008.6,95603,0.0280979,2.6,35,0.9937276,261461.5,5,6.5,683896.7,334651,0.129208,945358.3,9892032,10128790,0.469285,55002.13,26346.9,0.038,54309.11,26054.45,0,0.8539778,0.827383,8.665,1.03629,154.7915,3273530,145.5874,3158893,351789.9,370489.3,0.7791915,0.0575678,0.0516315,4.596722,2606367,14.50224,15.10685,34.89602,15.73515,91713.85,64406.98,31843.66,27.53889,452.5351,1912275,0.5707679,0.9600723,14.14392,253776,875742.5,11050,2224985,-52548.67,0.6338679,0,0,0,0,0,47844,0.0218631,3.573428,0.0138303,0.0442926,1.26,1.11,7.477025,1110.045,1.044623,0.9986939,160.8897,3402495,154.017,3341794,8.39,1.001912,186.2047,3937856,181.1421,3930343,184.7332,4008261,34117.57,162.378,72616.51,540.1481,122.2417,0.9736157,0,23250.07,20566.13,179.5816,77.8875,14.32087,16.3293,98.94337,7295291,4783420,0.09914,75.94683,15.51427,23903.96,20676.32,79334.87,72726.7,73134.24,2,0.0325,32563.322,0.87998485,28655.23
2015,-2.03938,-16.56808,-1.055355,32093.2,1,184.4356,1.098444,200030,0.0987131,0.1794162,1,0.0284987,2.861806,1,0.6921365,0.65,1254929,15058.8,15058.8,129728.2,129728.2,231960.3,231960.3,21697.57,30.89923,0.0287202,0.3703284,-1622.309,-1622.309,-0.4053944,-0.4053944,53100.38,265544.8,0.512,4192862,2394031,57.09777,34.5,3.426105,82022,-258695.3,-6.169897,-6.169897,229323,99315,0.0263833,2.2,31.1,1,298954.9,5,6.5,734825,347521.2,0.1219569,1033780,10643900,10887610,0.4730307,55603.96,26527.65,0.052,54575.29,26076.68,0,0.8533067,0.8251649,7.1175,1,171.9617,3731151,171.9617,3731151,374519.6,421640.6,0.8700629,0.0384764,0.0263209,4.217676,2849540,9.802152,9.744925,32.46644,8.537472,92677.08,65162.93,32148.3,23.67632,397.8291,2026377,0.5229705,1,14.39206,282068.4,996234.2,11844,2371691,10828.51,0.6319088,0,0,0,0,0,56723,0.0234741,3.597143,0.011218,0.0460224,1.85,1.7,5.511423,1120.4,1,1,173.4904,3764320,173.4904,3764320,8.9875,1,193.2411,4192862,193.2411,4192862,195.6212,4244504,34043.37,158.5145,74684.7,545.0809,125.0878,1,0,20966.3,20966.3,183.4892,63.51668,9.75021,10.30536,52.39942,7379797,4840924,0.0852347,77.98942,15.53092,21267.34,21267.34,74985.74,74985.74,75255.98,2,0.0533333,33014.628,0.880709906,29076.309
2016,0.624539,-18.63376,0.3042433,34086.44,0.962216,185.4322,1.188646,188485,0.0871483,0.1670298,0.9694582,0.0271367,3.088531,1.015825,0.7075173,0.65,1253677,15529.91,15529.91,137673.9,137673.9,225872.3,225872.3,21935,30.84751,0.0299501,0.3685914,-2247.07,-2247.07,-0.552451,-0.552451,57311.9,285566.9,0.512,4586039,2686427,59.66214,34.5,3.230425,86783,-178429,-3.962682,-3.962682,273899.2,96125,0.022802,1.8,27.2,1.026682,297902.6,4.75,6.5,838408.8,385338,0.1227527,1136311,11491370,11675020,0.4747148,55859.18,26696.17,0.162,54825.79,26242.34,0,0.8517279,0.8236732,6.96,0.9532308,186.9293,4100294,198.2467,4301470,385580.9,402237,0.9307731,0.033705,0.0171018,4.713275,3057557,9.202888,6.543635,30.24131,7.162425,93640.44,65583.36,32411.12,22.88425,397.8291,2162807,0.6005209,1.02493,14.60396,307090,1075248,8378,2485699,-10872.79,0.6319088,0,0,0,0,0,67958,0.0264867,3.613838,0.00792544,0.0479933,1.85,1.7,5.393721,1145.903,0.9728951,0.9751968,192.1876,4215636,197.542,4286181,9.585,1.011106,205.2762,4502733,205.243,4453273,205.8552,4466557,34034.53,156.4612,76561.06,552.8303,127.9638,1.026962,0,20398.86,21292.3,186.8301,71.12264,8.680846,6.936873,44.04752,7464022,4890502,0.0823833,81.57515,15.54778,20921.11,21737,76173.81,77005.76,77318.91,2,0.3191667,33172.242,0.879138945,29163.009
2017,-1.650873,-22.92187,-0.7377219,36408.49,0.9961214,182.584,1.187695,217200,0.0892477,0.1967257,1.004799,0.0259242,3.306803,1.004251,0.7228981,0.65,1355034,17508.06,17508.06,141950.3,141950.3,262748.5,262748.5,22370.09,30.79579,0.0324995,0.3427448,-4096.491,-4096.491,-1.002955,-1.002955,65636.11,306541.6,0.512,4945973,2914618,58.22279,34.5,3.393274,98901,-123612.7,-2.469303,-2.469303,335475.7,97018,0.0190765,1.8,24.8,1.062832,328494.9,4.5,6.25,923719.7,433825,0.1243578,1252215,12445680,12484990,0.4677175,56466.01,26975.31,0.284,55410.09,26516.73,0,0.8555934,0.8252751,7.0675,0.9784828,221.0747,4945460,232.9391,5054212,402548.6,431377.5,0.9743176,0.0358101,0.0279885,6.566533,3282289,10.83709,7.61574,29.62673,8.824344,94600.64,65996.31,32686.45,20.98273,397.8291,2433676,0.802046,1.0264,14.60396,335551.3,1231421,7580,2633109,-33674.47,0.6319088,0,0,0,0,0,78783,0.0281386,3.63318,0.00904642,0.0520786,1.87,1.7,5.665556,1223.159,0.9858832,0.9843769,227.3457,5085742,230.601,5003481,10.1825,1.052418,223.7799,5005975,219.2246,4756640,217.8556,4726937,34447.75,157.3968,79229.44,563.1707,131.4323,1.06003,0,22495.82,22548.44,189.4268,99.42222,9.807534,8.09513,54.40091,7547859,4939699,0.0755378,84.91474,15.56469,23014.62,22915.97,81056.93,79596.97,79428.98,2,0.9466667,33309.863,0.88534429,29490.697
2018,5.768853,-18.46285,2.352582,38984.68,1.027579,211.7741,1.58225,251156,0.0929893,0.1967257,1.043976,0.0255014,3.727491,0.9766898,0.7382789,0.65,1435435,20594.3,20594.3,158229.6,158229.6,268885.8,268885.8,22602.05,30.79579,0.0338554,0.3477474,-13825.61,-13825.61,-2.888442,-2.888442,72695.72,325791.3,0.512,5253839,3049894,55.02908,34.4,3.597436,109718,-71565.99,-1.291261,-1.291261,385562,87333,0.0148891,1.8,22.4,1.100456,342504,4.25,6.25,1018027,478802,0.1235859,1360531,13488830,13309670,0.4665951,57027.34,27292.05,0.134,56365.83,27010.95,0,0.8589278,0.8283201,7.371875,0.9961382,251.2824,5679497,262.7721,5701515,428025.1,449982.2,1.037096,0.0358101,0.0279885,7.207862,3520581,10.9935,9.360112,29.50008,11.42205,95545.96,66393.64,32948.68,19.03321,373.4234,2700912,0.7603966,1.008515,14.85149,361632.8,1363869,7779.865,2788712,-129432,0.6299508,0,0,0,0,0,94366,0.0306719,3.642739,0.00445997,0.0542513,1.16,1.03,6.253523,1296.805,0.9848825,0.9741868,259.5141,5865550,263.4975,5717254,10.78,1.08818,245.2137,5542332,234.7365,5093210,230.0908,4992412,35152.02,159.8562,81779.48,578.636,138.0541,1.098031,0,24566.69,23603.42,191.2071,111.6931,11.12373,10.04922,71.07119,7631091,4988373,0.0685196,89.51863,15.5815,25220.97,23915.43,86115.35,82091.49,81571.64,2,1.973333,33444.959,0.889081359,29735.289
2019,12.4776,-12.8799,4.763873,41720.4,1.048884,247.7089,2.067279,273198.1,0.0927072,0.1967257,1.062799,0.0229485,4.16635,0.9920998,0.7536597,0.65,1747987,25170.42,25170.42,195132.3,195132.3,328481.1,328481.1,23050.24,30.79579,0.0341637,0.3546954,-7031.795,-7031.795,-1.231542,-1.231542,79729.97,344688.5,0.512,5709375,3319307,54.97956,34.4,3.762352,124884,-252146,-4.176437,-4.176437,442658.1,81100,0.0125783,1.436201,20.0736,1.13123,417448.4,4,6,1189854,512666.1,0.1199021,1607303,14786590,14140800,0.4665951,57308.15,27433.18,0.059,56139.06,26881.77,0,0.8583484,0.8266913,7.7075,1.012532,271.3627,6254976,284.7121,6177559,485877.9,588441.3,1.103961,0.0358101,0.0279885,5.844967,3779696,9.112126,9.355783,29.38658,10.38315,96462.11,66765.6,33184.31,17.33266,318.1038,2946892,0.6404143,1.029104,14.85149,391854.1,1495841,6688,2895191,-204490.4,0.6299508,0,0,0,0,0,106832.5,0.0322801,3.632453,-0.00479929,0.0547453,2.04,2.01,6.615666,1286.294,0.9947982,0.991405,279.7202,6447619,281.1829,6100985,11.34067,1.107644,261.9212,6037348,251.2089,5450623,241.4366,5238587,35173.7,157.6857,83723.48,583.4679,140.3936,1.136186,0,24094.66,23766.78,191.8012,88.98251,10.10035,9.94467,64.03192,7713468,5036362,0.0623976,93.58727,15.59809,24742.86,24130.99,87445.26,84087.7,83733.79,2,2.104167,33581.29,0.889631341,29874.968
2020,15.389,-12.51201,5.680898,42932.74,1.069862,255.3567,2.101594,281832,0.0927072,0.1967257,1.084055,0.0211445,4.089,0.997984,0.7690405,0.65,1707948,26274.37,26274.37,203690.6,203690.6,357818,357818,23037.86,30.79579,0.0341637,0.3136536,-4709.251,-7245.003,-1.231542,-1.231542,68198.17,361438.4,0.512,5901890,3688239,59.09948,34.3996,3.750352,137847.7,-428458.7,-6.865522,-6.865519,189175.8,85741.58,0.0125783,1.35971,19.54134,1.167683,471298.8,4,4,1153519,541453.4,0.1199021,1624818,16098750,14797270,0.4665951,56543.36,27815.15,0.31,55259.82,27191.23,57.7441,0.842608,0.8328402,7.6475,1.016294,284.5716,6555921,297.3058,6450816,368067.5,614250,0.9772651,0.0358101,0.0279885,4.685542,3867315,7.331102,7.346043,29.18235,6.858913,97338.58,67105.17,33397.94,18.59464,318.1038,3040023,0.6964873,1.049476,14.85277,382059.8,1279489,5000,3039157,-198244.8,0.6299424,0,0,0,0,0,115330.5,0.0322801,3.630456,-0.000929748,0.0547453,2.27,2.176539,6.371672,1224.811,1.002431,1.011229,295.8887,6816640,295.1713,6404499,11.47836,1.112627,270.8902,6240731,258.5087,5609010,250.8971,5443856,33129.78,151.4786,80530.46,558.726,137.4454,1.170526,47.9912,21698.81,21596.55,173.7273,71.33167,8.02785,7.808429,42.29846,7794799,5083544,0.0669404,96.07479,15.60878,22520.86,22184.71,85410.67,81118.61,84863,2,0.37,33707.229,0.852286244,28728.207
2021,30.09226,-11.86924,10.66894,45723.36,1.091259,265.7116,2.183261,301156.2,0.0927072,0.1967257,1.105736,0.0216842,4.236469,0.9540772,0.7844214,0.65,1743003,27713.05,27712.91,214843.5,214842.9,382495.5,382493.7,23623.66,30.79579,0.0341637,0.3257073,-5024.812,-7730.472,-1.231542,-1.231542,71604.08,379634.3,0.512,6292152,4052762,60.82333,34.39958,3.719645,155231.5,-399614.2,-5.997361,-5.997363,173650.3,99802.84,0.0125783,1.305731,19.15469,1.213028,513972.7,3.9,3.692938,1120831,573112.6,0.1199021,1634804,17384470,15376070,0.4665951,56901,28056.35,0.276861,55599.62,27421.46,15.03695,0.8437683,0.8351914,7.493969,1.079281,312.1183,7373375,314.8625,6831753,314843.2,647883.4,1.00499,0.0358101,0.0279885,4.842482,3940421,8.599274,7.737235,28.98299,10.70157,98168.83,67436.76,33592.72,20.53667,318.1038,3248466,0.7225118,1.019634,14.85282,430117.1,1343388,8130,3156232,-192627.1,0.6299426,0,0,0,0,0,123794.6,0.0322801,3.635851,0.00251649,0.0547453,2.287117,2.187908,6.372849,1328.279,1.034716,1.031454,335.8727,7934541,324.604,7043116,11.58095,1.115436,282.0549,6663169,275.3118,5973595,263.9668,5727438,33728.67,155.9566,85410.64,567.5495,138.8919,1.211351,1.766257,24750.3,23472.25,175.0413,73.72087,9.748512,8.224243,65.99562,7874966,5132531,0.0739317,97.65995,15.62313,25430.2,23871.6,93766.78,85810,87201.75,2,0.0629378,33844.044,0.852286244,28844.813
2022,29.26452,-11.00533,9.446976,49015.44,1.113084,277.6033,2.270806,337108,0.0927072,0.1967257,1.127851,0.0223435,4.40762,0.9340097,0.7998022,0.65,1944486,30768.96,30769.03,238534.5,238535.1,430155.2,430155.8,24105.46,30.79579,0.0341637,0.3389058,-5356.762,-8241.172,-1.231542,-1.231542,81688.94,400967.6,0.512,6748383,4481612,60.01648,34.39956,3.72197,173208,-411892.4,-5.515944,-5.515945,223444.6,113830.1,0.0125783,0.9467118,16.30687,1.260786,553186.6,3.805,3.716256,1249159,650221.3,0.1199021,1802346,18798380,15907200,0.4665951,57242.8,28297.72,0.2790741,55923.85,27651.88,0,0.8451228,0.8379286,7.505614,1.123567,354.3752,8542375,350.4034,7602903,352492,719328.9,1.046211,0.0358101,0.0279885,5.07931,4301240,8.941773,7.96557,28.78054,10.98509,98953.54,67733.11,33771.03,21.26773,318.1024,3636266,0.7516931,1.01505,14.8529,463364.9,1532594,1000,3280705,-214681.5,0.6299421,0,0,0,0,0,133706.3,0.0322801,3.647769,0.00556178,0.0547453,2.304123,2.198557,6.563017,1420.387,1.055598,1.05209,375.4227,9049733,355.6493,7716725,12.41203,1.166093,309.7766,7467305,295.1343,6403694,280.3449,6082802,34474.69,160.652,88988.82,578.6053,140.6508,1.250744,0,26945.75,25041.53,177.964,77.32629,10.08929,8.466946,67.74412,7953953,5180682,0.0765636,99.33827,15.64049,27605.03,25392.32,99650.8,89339.61,89837.93,2,0.0862558,33962.076,0.852286241,
